No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank,
3393,pwc uv office,33100,27,56,$0.16,3,30,https://www.mappls.com/place-pwc+udyog+vihar-price+water+house+coopers+pvt+3rd+and+5th+floor-novus+tower+plot+18+udyog+vihar+phase+iv+sec+18-dlf+cyber+city-dlf+city+phase+2-gurugram-haryana-122002-T4DMDS@zdata=MjguNDk0MzUxMDc0NCs3Ny4wODg2NTcwOTU2KzE3K1Q0RE1EUysrbnI=ed,Gurugram,Haryana,India,North,Gurugram,Unknown,,,,1,
3394,pin code of gachibowli,27100,56,56,$0,1,19,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3395,petrol pumps nearby near me,27100,12,533,$0.01,1,19,https://www.mappls.com/search-near-Petrol%20Pump@zdata=NzkuMjUxMTU3LDI4LjIxNTE1MQ==,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3396,hotel lemon tree hyderabad gachibowli,27100,53,56,$0.47,30,29,https://www.mappls.com/g1fqwf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3397,hospital road,27100,11,406,$0.21,3,22,https://www.mappls.com/place-forbesganj+hospital+road-forbesganj-bihar-854318-91VW1V@zdata=MjYuMjk5Mjc0Kzg3LjI2NjYxMisxNys5MVZXMVYrKw==ed,Unknown,Bihar,India,East,Unknown,Unknown,,,,1,
3398,gulbarga university location,27100,19,116,$0.06,1,23,https://www.mappls.com/place-gulbarga+university+bus+stand-gulbarga+university-kalagnoor-kalaburagi-karnataka-585106-XZ9E6Q@zdata=MTcuMzExNDIrNzYuODc2NjI3KzE3K1haOUU2USsrbnI=ed,Unknown,Karnataka,India,South,Unknown,Unknown,,,,1,
3399,gaya international airport,27100,78,56,$0.05,2,31,https://www.mappls.com/4fk6g8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3400,lucknow nagar nigam,27100,20,116,$0,1,36,https://www.mappls.com/p9163l,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3401,kishangarh bas,27100,75,56,$0,1,26,https://www.mappls.com/place-kishangarh+bas+police+station-kishangarh+khairthal+tijara-rajasthan-301405-KNICZP@zdata=MjcuODE3NjQ5Kzc2LjcyODMyMysxNytLTklDWlArK25yed,Unknown,Rajasthan,India,North,Unknown,Unknown,,,,1,
3402,jai hind kolkata,27100,31,56,$0.05,4,21,https://www.mappls.com/place-jai+hind+dhaba-kolkata+kharagpur+highway-uluberia-west+bengal-711316-zao1d3@zdata=MjIuNDkzODIrODguMTE5NDQ3KzE3K3phbzFkMysred,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1,
3403,indraprastha park new delhi delhi,33100,31,56,$0.09,2,26,https://www.mappls.com/zmm7b5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3404,ibis navi mumbai,22200,25,62,$0.21,28,28,https://www.mappls.com/tdr27g,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3405,hyderabad fernandez hospital,27100,18,203,$0.30,14,24,https://www.mappls.com/6tj2s8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3406,hyatt gurgaon udyog vihar,27100,23,65,$5.72,20,20,https://www.mappls.com/mem6fk,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3407,nihal singh wala,27100,19,151,$0,1,21,https://www.mappls.com/direction-from--to-nihal+singh+wala+bus+stand,,,,,,,,,,,
3408,near cng bunk near me,27100,18,151,$0.03,1,15,https://www.mappls.com/cng%20station-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3409,nashik station,27100,27,73,$0.08,1,27,https://www.mappls.com/place-nashik+road+railway+station-rajwada+nagar-deolali-nashik-maharashtra-422401-CES626@zdata=MTkuOTQ3OTIzKzczLjg0MjExNysxNytDRVM2MjYrK25yed,Nashik,Maharashtra,India,West,Nashik,Unknown,,,,1,
3410,nagda jn,27100,23,73,$0,1,20,https://www.mappls.com/place-nagda+junction+railway+station-kilkipura+juna-nagda-madhya+pradesh-456335-2f54d5@zdata=MjMuNDU2MzEyKzc1LjQxMjczMysxNysyZjU0ZDUrKw==ed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3411,mount mary church mumbai,9900,32,56,$0.06,3,28,https://www.mappls.com/f8vjfg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3412,mewat hotel,27100,12,693,$0.07,1,20,https://www.mappls.com/place-mewat+hotel-delhi+alwar+road-nagina-nuh+district-haryana-122108-JOKOJ9@zdata=MjcuOTc1ODg2Kzc3LjAwOTk3OCsxNytKT0tPSjkrK25yed,Unknown,Haryana,India,North,Unknown,Hotel,,,,1,
3413,bhilai steel,27100,19,151,$0.08,1,32,https://www.mappls.com/f1why4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3414,baragaon,27100,29,59,$0,1,39,https://www.mappls.com/place-badagaon+police+station-bara+gaon-uttar+pradesh-284121-O5UZ6G@zdata=MjUuNDc3NDQ1Kzc4LjcwMzgzMSsxNytPNVVaNkcrK25yed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3415,chunni kalan,22200,15,306,$0.36,3,11,https://www.mappls.com/8iii5y,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3416,cotton green,22200,19,151,$0,4,26,https://www.mappls.com/place-kalachowki+railway+station+west-sewri-barrister+nath+pai+marg-cotton+green-mumbai-maharashtra-400033-4725da@zdata=MTguOTg3MzY3KzcyLjg0NDE4NysxNys0NzI1ZGErKw==ed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
3417,m s ramaiah,27100,22,73,$0.57,18,41,https://www.mappls.com/bc156a,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3418,kuber nagar,22200,33,56,$0,9,27,https://www.mappls.com/41b747,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3419,maharashtra transport,33100,43,56,$0.52,1,27,https://www.mappls.com/oli3qz,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3420,park pioneer,27100,19,151,$0.25,5,19,https://www.mappls.com/place-pioneer+park-pioneer+park-noapara-barasat-west+bengal-700124-MM2893@zdata=MjIuNzIzMzg4Kzg4LjQ3OTgxOCsxNytNTTI4OTMrK25yed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3421,nasik railway station,27100,40,56,$0.06,1,24,https://www.mappls.com/place-nashik+road+railway+station-rajwada+nagar-deolali-nashik-maharashtra-422401-CES626@zdata=MTkuOTQ3OTIzKzczLjg0MjExNysxNytDRVM2MjYrK25yed,Nashik,Maharashtra,India,West,Nashik,Unknown,,,,1,
3422,najafgarh metro station,22200,30,56,$0,2,20,https://www.mappls.com/place-najafgarh+metro+station-najafgarh+road-najafgarh-new+delhi-delhi-110043-wpfaht@zdata=MjguNjEyOTIrNzYuOTg2MzE1KzE3K3dwZmFodCsred,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3423,mumbai marve beach,27100,29,62,$0.13,4,22,https://www.mappls.com/direction-from--to-marve+beach,,,,,,,,,,,
3424,mirza ismail road,27100,25,65,$0,6,23,https://www.mappls.com/direction-from--to-niros+mirza+ismail+road,,,,,,,,,,,
3425,metro plaza,22200,30,62,$0,4,26,https://www.mappls.com/place-metro+plaza-delhi+road-devpuri-meerut-uttar+pradesh-250002-D4EF4C@zdata=MjguOTc0MDMyKzc3LjY5MTMxNSsxNytENEVGNEMrK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3426,siddhivinayak temple dadar mumbai,27100,35,56,$0.02,2,30,https://www.mappls.com/place-shree+siddhivinayak+mandir+prabhadevi-sk+bole+marg-prabhadevi-mumbai-maharashtra-400028-8W93DZ@zdata=MTkuMDE2OTY0KzcyLjgzMDM1MSsxNys4VzkzRForKw==ed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
3427,shri gajanan maharaj sansthan shegaon,27100,14,246,$0,1,13,https://www.mappls.com/hz9iyq,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3428,sapna book house near me,22200,18,159,$0,1,12,https://www.mappls.com/g8xb4x,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3429,sai baba temple road,22200,22,89,$0.17,5,19,https://www.mappls.com/znov9u,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3430,s m s hospital jaipur,27100,19,151,$0.04,5,22,https://www.mappls.com/5qhg7d,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3431,ring road ranchi,22200,14,406,$0,4,21,https://www.mappls.com/direction-from--to-+outer+ring+road,,,,,,,,,,,
3432,rana pratap bagh,27100,19,151,$0.05,5,23,https://www.mappls.com/5w5dgw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3433,pune municipal corporation,27100,17,203,$0,3,22,https://www.mappls.com/place-pune+municipal+corporation-pmc+main+building-congress+house+road-shivaji+nagar-pune-maharashtra-411004-722YGV@zdata=MTguNTIzNTY2KzczLjg1MzQyNCsxNys3MjJZR1YrKw==ed,Pune,Maharashtra,India,West,Pune,Unknown,,,,1,
3434,pincode gachibowli,27100,51,56,$0,1,21,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3435,tmb atm,12100,9,1270,$0,1,17,https://www.mappls.com/place-tamilnad+mercantile+bank+atm-door+no+106-18th+main+road-hal+stage+2-indiranagar-bengaluru-karnataka-560008-8QBBLF@zdata=MTIuOTYyNTM2Kzc3LjY0MzI2NCsxNys4UUJCTEYrK25yed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
3436,tau devi lal cricket stadium,33100,16,306,$0.07,6,19,https://www.mappls.com/6623s7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3437,tata railway station,27100,39,56,$0.11,2,21,https://www.mappls.com/place-tatanagar+railway+station-station+road-jugsala-jamshedpur-jharkhand-831002-78F6D2@zdata=MjIuNzY4MzA3Kzg2LjIwMDI1NysxNys3OEY2RDIrK25yed,Jamshedpur,Jharkhand,India,East,Jamshedpur,Unknown,,,,1,
3438,taj krishna,22200,30,56,$0.14,41,37,https://www.mappls.com/place-taj+krishna+hyderabad-road+number+1-banjara+hills-mada+manzil-hyderabad-telangana-500034-51f773@zdata=MTcuNDE2NjQxKzc4LjQ0OTU1NCsxNys1MWY3NzMrKw==ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3439,somnath near railway station,14800,44,56,$0.06,1,9,https://www.mappls.com/place-somnath+railway+station-somnath-gujarat-362268-723FB5@zdata=MjAuODk3OTU2KzcwLjQwNzU3MysxNys3MjNGQjUrKw==ed,Somnath,Gujarat,India,West,Somnath,Unknown,,,,1,
3440,iit bombay main gate,49500,30,59,$0,15,24,https://www.mappls.com/direction-from--to-iit+bombay+powai,,,,,,,,,,,
3441,hsbc east campus,27100,5,1785,$1.51,10,25,https://www.mappls.com/place-hsbc+bank-campus+1a-rmz+ecospace+business+park-sarjapur+outer+ring+road-bellandur-bengaluru-karnataka-560103-18ZD3A@zdata=MTIuOTI2OCs3Ny42ODA0NDgrMTcrMThaRDNBKytucg==ed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
3442,hotel tiranga,33100,27,89,$0,1,28,https://www.mappls.com/l2mzdx,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3443,guwahati g m c hospital,27100,11,693,$0.09,1,19,https://www.mappls.com/place-guwahati+medical+college+&+hospital-gmch+hospital+road-gmch+emergency+road-dispur-kamrup+metropolitan-guwahati-assam-781032-331EDT@zdata=MjYuMTU5Nzk1KzkxLjc2ODEyOCsxNyszMzFFRFQrK25yed,Guwahati,Assam,India,North East,Guwahati,Unknown,,,,1,
3444,gurudwara moti bagh sahib delhi,27100,16,159,$0.09,3,30,https://www.mappls.com/68lvxb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3445,govind garden restaurant pimple saudagar,27100,17,246,$0.06,5,19,https://www.mappls.com/place-govind+garden-pimple+saudagar-opposite+ganesh+park+society-pimple+saudagar-pimpri+chinchwad-maharashtra-411027-BD4446@zdata=MTguNTk1NzA4KzczLjgwMjYwNisxNytCRDQ0NDYrK25yed,Unknown,Maharashtra,India,West,Unknown,Unknown,,,,1,
3446,govind garden pimple saudagar,27100,9,915,$0.04,4,22,https://www.mappls.com/place-govind+garden-pimple+saudagar-opposite+ganesh+park+society-pimple+saudagar-pimpri+chinchwad-maharashtra-411027-BD4446@zdata=MTguNTk1NzA4KzczLjgwMjYwNisxNytCRDQ0NDYrK25yed,Unknown,Maharashtra,India,West,Unknown,Unknown,,,,1,
3447,general hospital ernakulam,27100,13,246,$0,3,22,https://www.mappls.com/72sd54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3448,ganesh gadda,18100,10,915,$0.23,2,25,https://www.mappls.com/place-ganesh+gadda+temple-patancheru-sangareddy+district-telangana-502329-O20U7O@zdata=MTcuNTczOCs3OC4xNTQyMzQrMTcrTzIwVTdPKys=ed,Unknown,Telangana,India,South,Unknown,Unknown,,,,1,
3449,gachibowli pin,33100,41,56,$0.01,1,21,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3450,azamgarh railway station,22200,16,306,$0,2,26,https://www.mappls.com/place-azamgarh+railway+station-sarfuddin+pur-musapur-azamgarh-uttar+pradesh-276001-B5FF6D@zdata=MjYuMDM5MTA3KzgzLjE2MTgzKzE3K0I1RkY2RCsred,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3451,amazon warehouse,18100,27,56,$0.02,2,24,https://www.mappls.com/owg801,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3452,wtp,27100,34,56,$0,1,40,https://www.mappls.com/bab64t,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3453,emerald mall,22200,39,56,$0,8,27,https://www.mappls.com/place-emerald+mall+underground+parking-emerald+mall-lucknow-uttar+pradesh-226012-G4ASFX@zdata=MjYuNzg3ODkyKzgwLjkxMDQzMisxNytHNEFTRlgrK25yed,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1,
3454,dwarka district court,12100,11,306,$0.16,4,19,https://www.mappls.com/place-dwarka+district+court-sector+10+dwarka-new+delhi-delhi-110075-adcff3@zdata=MjguNTgwNzkzKzc3LjA1OTI4MSsxNythZGNmZjMrKw==ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3455,delhi secretariat,22200,16,151,$0,8,27,https://www.mappls.com/place-central+secretariat-rajpath-north+block-new+delhi-delhi-110001-BTCDE6@zdata=MjguNjE1NzcrNzcuMjA1MDUxKzE3K0JUQ0RFNisred,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3456,sri rangnath mandir sri rangji mandir,27100,34,56,$0.13,1,18,https://www.mappls.com/1ea7e1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3457,spice garden layout,27100,34,56,$0,16,26,https://www.mappls.com/cimfdt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3458,sindhi camp jaipur,27100,15,306,$0.13,3,20,https://www.mappls.com/direction-from--to-,,,,,,,,,,,
3459,siliguri iskcon mandir,22200,21,138,$0.84,4,21,https://www.mappls.com/place-temple-iskcon+mandir+road-bankim+nagar-siliguri-west+bengal-734001-h6w156@zdata=MjYuNzI4NDIzKzg4LjQzNDYxNCsxNytoNncxNTYrKw==ed,Siliguri,Unknown,Unknown,Unknown,Siliguri,Unknown,,,,1,
3460,saraswati apartment,22200,9,1270,$1.01,8,27,https://www.mappls.com/d2nkcn,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3461,thoothukudi airport,27100,47,56,$0.07,1,27,https://www.mappls.com/ep66zu,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3462,techno park,18100,55,56,$0,4,25,https://www.mappls.com/b4g5jw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3463,khandwa station,27100,32,56,$0,1,26,https://www.mappls.com/1e87fe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3464,junction mall,27100,19,159,$0,4,28,https://www.mappls.com/place-junction+mall-gt+road-gandhi+more-harekrishna+konar+sarani-city+residency-city+centre-durgapur-west+bengal-713216-2yuu9w@zdata=MjMuNTM5MTY3Kzg3LjI5MDgzMysxNysyeXV1OXcrKw==ed,Durgapur,Unknown,Unknown,Unknown,Durgapur,Unknown,,,,1,
3465,jahangir pura,27100,10,533,$0.04,5,19,https://www.mappls.com/direction-from--to-,,,,,,,,,,,
3466,indraprastha park new delhi,27100,32,56,$0.13,2,32,https://www.mappls.com/zmm7b5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3467,mico layout,27100,53,56,$0.16,5,19,https://www.mappls.com/place-mico+layout+traffic+police+station-3rd+cross+road-vysya+bank+colony-btm+layout+stage+2-bengaluru-karnataka-560076-8867EA@zdata=MTIuOTEzNDQrNzcuNjAwMTE3KzE3Kzg4NjdFQSsrbnI=ed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
3468,market road,27100,45,56,$0.06,1,22,https://www.mappls.com/ap66ys,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3469,manekshaw centre new delhi,27100,23,73,$0.07,3,18,https://www.mappls.com/3gf9nf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3470,mahim junction railway station,27100,26,56,$0.12,1,28,https://www.mappls.com/place-mahim+junction+railway+station+east+entry-jasmine+mill+road-matunga-mumbai-maharashtra-400017-BYF9WV@zdata=MTkuMDQyNDAxKzcyLjg0NjU4KzE3K0JZRjlXVisrbnI=ed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
3471,maddox square park,22200,12,533,$0.11,8,17,https://www.mappls.com/a0a05y,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3472,lingaiah tiffin centre,27100,10,693,$0.10,5,22,https://www.mappls.com/xjbx7l,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3473,road number 12,27100,9,915,$0.16,5,19,https://www.mappls.com/direction-from--to-,,,,,,,,,,,
3474,ramkrishna care hospital,14800,14,203,$0.58,8,18,https://www.mappls.com/place-ram+krishna+care+hospital-ge+road-mukut+nagar-raipur-chhattisgarh-492001-GTXIYR@zdata=MjEuMjM4NzIxKzgxLjYxNTA1NCsxNytHVFhJWVIrK25yed,Raipur,Chhattisgarh,India,Central,Raipur,Unknown,,,,1,
3475,panch pakhadi,4400,18,159,$0.17,2,19,https://www.mappls.com/cqr3yj,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3476,idgah railway station,9900,37,56,$0.22,4,18,https://www.mappls.com/place-idgah+railway+station-rakabganj-agra-uttar+pradesh-282001-615C78@zdata=MjcuMTczNzY0Kzc3Ljk5OTk2NysxNys2MTVDNzgrK25yed,Agra,Unknown,Unknown,Unknown,Agra,Unknown,,,,1,
3477,hotel lemon tree gachibowli,27100,49,56,$0.42,30,34,https://www.mappls.com/g1fqwf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3478,guru nanak hospital,27100,11,406,$0.65,6,23,https://www.mappls.com/place-guru+nanak+hospital-s+341-gandhi+nagar-bandra+east-mig+colony-near+chetna+college-mumbai-maharashtra-400051-18142D@zdata=MTkuMDU5NzU3KzcyLjg1MjU3MysxNysxODE0MkQrK25yed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
3479,gk ii m block market,27100,9,693,$0.33,1,24,https://www.mappls.com/tdd265,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3480,bathroom near me,22200,5,2636,$0.29,9,22,https://www.mappls.com/search-near-Pay%20and%20Use%20Toilet@zdata=ODguMTQyMTU2LDI0Ljk5NzA4Mg==,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3481,bapu nagar jaipur,27100,27,62,$0.06,5,23,https://www.mappls.com/direction-from--to-,,,,,,,,,,,
3482,dm office,27100,56,56,$0.21,3,33,https://www.mappls.com/sfad3d,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3483,dada dev mandir,27100,29,59,$0.12,3,21,https://www.mappls.com/524xkd,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3484,chhatrapati shivaji maharaj chowk,18100,25,116,$0,7,13,https://www.mappls.com/direction-from--to-chhatrapati+shivaji+maharaj+chowk,,,,,,,,,,,
3485,charity commission,22200,25,56,$0.94,1,24,https://www.mappls.com/widoun,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3486,charitable commissioner,27100,14,533,$1.16,1,20,https://www.mappls.com/widoun,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3487,chandra nagar,27100,25,73,$0.14,3,19,https://www.mappls.com/place-chandra+nagar+society+chandra+nagar-vasna-ahmedabad-gujarat-380007+ahmedabad-CNBWNT@zdata=MjIuOTk4MzQ4KzcyLjU1Njk2NisxNytDTkJXTlQ=ed,Ahmedabad,Gujarat,India,West,Ahmedabad,Unknown,,,,1,
3488,v cinemas,27100,15,151,$0.30,1,26,https://www.mappls.com/sc82cg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3489,tcs deccan park hyderabad,22200,33,56,$0,18,17,https://www.mappls.com/place-tcs+deccan+park+bus+stop-phase+2-hitech+city-hyderabad-telangana-500081-99Z98P@zdata=MTcuNDQ2Mjc4Kzc4LjM3NzMxMisxNys5OVo5OFArK25yed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3490,summit building,27100,8,915,$0,5,28,https://www.mappls.com/t2hm2p,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3491,one qube,22200,18,151,$0.28,5,26,https://www.mappls.com/place-one+qube-20-delhi-jaipur+expressway-sector+18-gurugram-haryana-122015-e1fh78@zdata=MjguNDg1NzI5Kzc3LjA3NDc0OCsxNytlMWZoNzgrKw==ed,Gurugram,Haryana,India,North,Gurugram,Unknown,,,,1,
3492,mysore city bus stand,27100,34,56,$0,7,16,https://www.mappls.com/place-city+bus+stand+bus+bay+4-mysore+city+bus+terminal-mysore+palace-mysuru-karnataka-570001-WDCU1L@zdata=MTIuMzA3NzM5Kzc2LjY1MzMzNCsxNytXRENVMUwrK25yed,Mysuru,Karnataka,India,South,Mysuru,Unknown,,,,1,
3493,medical council delhi,27100,17,138,$0.10,1,16,https://www.mappls.com/place-delhi+medical+council-it+park-new+delhi-delhi-110053-RG2UJR@zdata=MjguNjcyMzg2Kzc3LjI1MTM4MysxNytSRzJVSlIrK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3494,manipal hospital bangalore,33100,38,56,$0.23,21,29,https://www.mappls.com/73c56f,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3495,paschim vihar east,22200,21,89,$0.18,5,15,https://www.mappls.com/place-paschim+vihar+east+metro+station-rohtak+road-paschim+vihar+east-new+delhi-delhi-110056-b462ca@zdata=MjguNjc3MzAxKzc3LjExMjI4NCsxNytiNDYyY2ErKw==ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3496,ranigunj,4400,20,116,$0,3,33,https://www.mappls.com/direction-from--to-secunderabad+rani+gunj+street+number+8,,,,,,,,,,,
3497,spice garden layout bangalore,27100,54,56,$0,9,16,https://www.mappls.com/cimfdt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3498,spar,33100,44,56,$0.33,1,41,https://www.mappls.com/place-spar+hypermarket-no+39$3+&+44-bannerghatta+main+road-bhavani+nagar-suddagunte+palya-bengaluru-karnataka-560029-1CD821@zdata=MTIuOTMwMTI5Kzc3LjYwMDkwNCsxNysxQ0Q4MjErK25yed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
3499,sms hospital jaipur,33100,19,159,$0.14,2,23,https://www.mappls.com/5qhg7d,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3500,hero honda chowk flyover gurgaon,22200,36,56,$0.11,5,26,https://www.mappls.com/place-hero+honda+chowk-near+hero+honda+factory-gurugram-haryana-122001-T68BS8@zdata=MjguNDM1OTM3Kzc3LjAxMDE4OCsxNytUNjhCUzgrKw==ed,Gurugram,Haryana,India,North,Gurugram,Unknown,,,,1,
3501,gaya airport,27100,53,56,$0.17,1,27,https://www.mappls.com/4fk6g8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3502,gali number 6,22200,11,406,$0.15,3,18,https://www.mappls.com/place-kk+general+store-gali+number+6-block+k-mahipalpur+village-mahipalpur-new+delhi-delhi-110037-ONYTWH@zdata=MjguNTQzMTg2Kzc3LjEyNDEzOSsxNytPTllUV0grK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
3503,gachibowli pincode,33100,59,56,$0.02,1,27,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3504,fort of chunar,27100,64,56,$0.06,1,24,https://www.mappls.com/place-chunar+fort-chunar-uttar+pradesh-231304-YBZ2B6@zdata=MjUuMTIzNDkxKzgyLjg3NTU5NisxNytZQloyQjYrKw==ed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3505,durgam cheruvu metro,3600,8,693,$0.22,8,13,https://www.mappls.com/place-durgam+cheruvu+metro+station-hi+tech+road-sri+sai+nagar-madhapur-hyderabad-telangana-500081-f8ypwy@zdata=MTcuNDQyNzcrNzguMzg3Njc0KzE3K2Y4eXB3eSsred,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
3506,dli delhi railway station,27100,61,56,$0.30,1,23,https://www.mappls.com/6d3s13,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
3507,dibrugarh amc,27100,8,693,$0.28,1,29,https://www.mappls.com/place-amc+maternity+building+assam+medical+college-dibrugarh-assam-786002+dibrugarh-8AN9S4@RRzdata=MjcuNDg5Nzc0Kzk0LjkzOTUzNSsxNys4QU45UzQ=ed,Dibrugarh,Assam,India,North East,Dibrugarh,Unknown,,,,1,
3508,delhi aerocity,27100,61,56,$0.93,6,28,https://www.mappls.com/place-delhi+aerocity+metro+station-delhi+aerocity-near+mahipalpur+igi+airport-new+delhi-delhi-110037-DS2S6T@zdata=MjguNTQ4NzMrNzcuMTIwOTI3KzE3K0RTMlM2VCsrbnI=ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
