No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category
165,sonipat city,450000,23,1935,$0.07,1,48,https://www.zomato.com/sonipat/sonipat-city-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
166,best eateries near me,450000,4,136800,$0.21,12,38,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
167,chinchwad pune,450000,37,945,$0.10,4,25,https://www.zomato.com/pune/best-chinchwad-restaurants,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
168,velachery in chennai,450000,22,1935,$0.09,7,35,https://www.zomato.com/chennai/velachery-restaurants,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
169,spa,550000,57,945,$0.36,11,65,https://www.zomato.com/chennai/sante-spa-cuisine-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
170,places to visit near me,450000,44,945,$0.39,5,49,https://www.zomato.com/mumbai/restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
171,ice cream,550000,14,6750,$0.24,66,53,https://www.zomato.com/ncr/restaurants/ice-cream,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
172,bandra,450000,20,2655,$0.43,4,62,https://www.zomato.com/mumbai/bandra-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
173,hauz khas new delhi delhi,450000,14,6750,$0.09,4,24,https://www.zomato.com/ncr/hauz-khas-village-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
174,kurla day,368000,6,21105,$0,1,47,https://www.zomato.com/mumbai/day-to-day-snacks-corner-1-kurla,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
175,delhi hauz khas,368000,9,29655,$0.16,4,38,https://www.zomato.com/ncr/hauz-khas-village-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
176,coimbatore gandhipuram,450000,17,4095,$0.40,5,49,https://www.zomato.com/coimbatore/best-gandhipuram-restaurants,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Restaurant
177,cafe coffee day,450000,8,29655,$0.74,7,45,https://www.zomato.com/kolkata/cafe-coffee-day-desapriya-park,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
178,ub city,301000,9,9420,$0,7,50,https://www.zomato.com/bangalore/restaurants/in/ub-city?bar=1,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
179,sweet shop near me,301000,4,111872,$0.26,5,36,https://www.zomato.com/kolkata/sweet-shop?sort=da,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown
180,select city walk new delhi,368000,11,9420,$0.11,5,31,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket?bar=1,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
181,nexus mall koramangala,301000,9,7249,$0.20,15,47,https://www.zomato.com/bangalore/restaurants/in/nexus-koramangala,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
182,khan market in delhi,368000,8,17259,$0.09,1,31,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
183,café,550000,11,12438,$0.41,2,61,https://www.zomato.com/kolkata/great-cafes,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
184,cafes,550000,7,35806,$0.42,3,61,https://www.zomato.com/dehradun/great-cafes,Dehradun,Unknown,Unknown,Unknown,Dehradun,Restaurant
185,anand's,368000,6,35806,$0.12,1,49,https://www.zomato.com/goa/anand-bar-seafood-restaurant-anjuna,Anjuna,Goa,India,West,Anjuna,Restaurant
186,veg,368000,19,2171,$0.01,34,64,https://www.zomato.com/bangalore/vegetarian-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
187,sweet shops near me,301000,4,111872,$0.26,5,36,https://www.zomato.com/sweet-shops-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
188,kurla mumbai,368000,15,5520,$0.20,4,49,https://www.zomato.com/mumbai/kurla-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
189,burger king nearest to me,368000,9,17259,$0.04,6,15,https://www.zomato.com/chennai/restaurants/burger-king?landmark_id=187&category=2,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
190,oberoi mall,368000,7,12438,$0.30,4,49,https://www.zomato.com/mumbai/restaurants/in/oberoi-mall,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
191,select citywalk mall delhi,368000,9,9420,$0.11,5,24,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
192,jayanagar bangalore,368000,20,2060,$0.50,9,50,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
193,goregaon east,368000,9,17259,$0.16,3,48,https://www.zomato.com/mumbai/goregaon-east-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
194,express avenue mall chennai,301000,13,5520,$0,12,38,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
195,express avenue mall,301000,13,4158,$0.67,6,44,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
196,starbucks near me,301000,7,35806,$0.71,3,43,https://www.zomato.com/ncr/ristoranti/starbucks-coffee?landmark_id=74&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
197,new delhi malviya nagar,368000,23,1214,$0.10,3,22,https://www.zomato.com/ncr/malviya-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
198,bandra bkc,301000,14,5520,$0.33,7,50,https://www.zomato.com/mumbai/bkc-dive-bandra-kurla-complex,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
199,madhur,450000,8,7249,$0.14,1,60,https://www.zomato.com/hyderabad/madhur-sweets-kompally,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
200,jayanagar,368000,16,3348,$0.50,9,63,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
201,star box near me,368000,10,17259,$0.05,3,38,https://www.zomato.com/ncr/starbucks-coffee-1-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
202,lulu mall lucknow,368000,14,4158,$0.12,4,44,https://www.zomato.com/lucknow/lulu-hypermarket-ibb-sushant-golf-city,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown
203,church street,301000,6,35806,$0.01,15,52,https://www.zomato.com/bangalore/church-street-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
204,select citywalk new delhi delhi,368000,5,17259,$0.07,4,29,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
205,food,368000,26,1214,$0.32,3,72,https://www.zomato.com/ncr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
206,najafgarh,368000,19,2171,$0,4,62,https://www.zomato.com/ncr/najafgarh-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
207,khan market new delhi,368000,6,17259,$0.03,1,20,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
208,bar,368000,9,17259,$0.14,2,36,https://www.zomato.com/mumbai/best-bars-and-pubs,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
209,pure veg restaurants near me,301000,5,59616,$0.10,8,37,https://www.zomato.com/hyderabad/vegetarian-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
210,sarai kale,368000,21,1876,$0.13,3,19,https://www.zomato.com/ncr/best-restaurants?landmark_id=8,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
211,cafe,550000,5,111872,$0.57,3,80,https://www.zomato.com/pune/caf%C3%A9,Pune,Unknown,Unknown,Unknown,Pune,Unknown
212,haldiram near me,301000,7,35806,$0.16,2,43,https://www.zomato.com/kolkata/restoranlar/haldirams-1?landmark_id=398&category=2,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown
213,baskin robbins,301000,10,12438,$0.04,4,49,https://www.zomato.com/hyderabad/baskin-robbins-ice-cream-desserts-masab-tank,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
214,near me burger king,450000,10,12438,$0.03,7,13,https://www.zomato.com/mumbai/restaurants/burger-king,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
215,waffles and waffles,368000,9,24251,$0.30,1,53,https://www.zomato.com/mumbai/a-waffles-belgian-waffles-more-kharghar-navi-mumbai,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Unknown
216,majnu tilla delhi,301000,12,7249,$0.16,5,28,https://www.zomato.com/ncr/majnu-ka-tila-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
217,majnu ka tila,301000,8,17259,$0,2,43,https://www.zomato.com/hi/ncr/restaurace/in/majnu-ka-tila,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
218,pizza hut,550000,14,4158,$0.22,10,51,https://www.zomato.com/bangalore/restaurants/pizza-hut,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
219,phoenix mall of the millennium,368000,5,24251,$0.10,6,36,https://www.zomato.com/pune/restaurants/in/phoenix-mall-of-the-millennium,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
220,nearest starbucks to me,368000,8,24251,$0.10,2,20,https://www.zomato.com/ncr/ristoranti/starbucks-coffee?landmark_id=74&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
221,dragon,550000,27,846,$0.57,1,60,https://www.zomato.com/chandigarh/hangry-dragon-sector-71-mohali,Unknown,Chandigarh,India,North,Unknown,Unknown
222,jaya nagar,368000,16,2760,$0.24,6,20,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
223,goregaon,368000,5,59616,$0.16,3,61,https://www.zomato.com/mumbai/sindhian-1-goregaon-east/order,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
224,express avenue chennai,301000,18,1876,$0.63,12,46,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
225,malviya nagar delhi,368000,22,1582,$0.16,5,25,https://www.zomato.com/ncr/malviya-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
226,delhi majnu tilla,301000,9,17259,$0.12,3,26,https://www.zomato.com/ncr/restaurants/in/majnu-ka-tila,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
227,express avenue in chennai,368000,12,4158,$0.18,5,25,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
228,malviya nagar new delhi delhi,368000,17,2171,$0.12,4,30,https://www.zomato.com/ncr/malviya-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
229,kurla india,368000,17,2760,$0.10,4,22,https://www.zomato.com/mumbai/mini-india-kurla,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
230,khan market new delhi delhi,368000,7,12438,$0.03,1,29,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
231,khan market,368000,6,24251,$0.03,1,31,https://www.zomato.com/ncr/dinner-in-khan-market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
232,burger king near me,368000,9,17259,$0.26,2,35,https://www.zomato.com/ncr/restaurants/burger-king?landmark_id=43&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
233,bandra kurla complex mumbai,301000,71,772,$0.18,7,19,https://www.zomato.com/mumbai/bkc-dive-bandra-kurla-complex,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
234,phoenix mall pune,368000,8,9420,$0.01,6,44,https://www.zomato.com/pune/restaurants/in/phoenix-market-city-viman-nagar,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
235,pizza near me,301000,6,35806,$0.19,9,45,https://www.zomato.com/pizza-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
236,oberoi mall in mumbai,368000,11,9420,$0.10,5,31,https://www.zomato.com/mumbai/restaurants/in/oberoi-mall,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
237,mumbai bkc,368000,17,3348,$0.21,5,37,https://www.zomato.com/mumbai/bandra-kurla-complex-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
238,select citywalk new delhi,368000,8,9420,$0.11,5,25,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
239,house,368000,37,772,$0.70,1,72,https://www.zomato.com/jaipur/house-of-fister-jagatpura,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
240,bandra kurla complex,301000,20,2060,$0.38,6,44,https://www.zomato.com/mumbai/bandra-kurla-complex-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
241,waffle,301000,8,24251,$0.81,1,60,https://www.zomato.com/mumbai/the-belgian-waffle-co-chowpatty/order,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
242,delhi khan market,368000,7,24251,$0.03,1,28,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
243,majestic bengaluru karnataka,301000,16,3348,$0.13,4,21,https://www.zomato.com/bangalore/majestic-hotel-majestic,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Hotel
244,kharghar,368000,18,2760,$1.89,3,61,https://www.zomato.com/mumbai/kharghar-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
245,khan market delhi,368000,7,17259,$0.03,1,30,https://www.zomato.com/ncr/dinner-in-khan-market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
246,pizza near me near me,368000,6,35806,$0.14,8,23,https://www.zomato.com/pizza-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
247,og's,368000,4,111872,$0.13,1,29,https://www.zomato.com/goa/ogs-cocktail-bar-kitchen-vagator,Unknown,Goa,India,West,Unknown,Unknown
248,restaurants nearby near me,165000,4,111872,$0.04,13,72,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
249,ankleshwar ankleshwar,368000,23,1214,$0.08,1,21,https://www.zomato.com/ankleshwar/restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
250,select city walk,368000,4,35806,$0,9,45,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket?bar=1,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
251,khan market in new delhi,368000,9,12438,$0.09,1,29,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
252,anand,368000,27,883,$0,1,61,https://www.zomato.com/mumbai/anand-fast-food-corner-bandstand-bandra-west,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
253,sirohi mount abu,368000,61,772,$0.12,1,27,https://www.zomato.com/restaurant-services-hub/fssai/?referrer=appdiytool_banner,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
254,kurla kurla,368000,10,17259,$0.20,4,49,https://www.zomato.com/mumbai/kurla-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
255,powai,246000,15,2739,$0.19,11,64,https://www.zomato.com/mumbai/powai-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
256,pitampura in delhi,301000,16,2739,$0.12,4,36,https://www.zomato.com/ncr/pitampura-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
257,delhi vasant vihar,301000,17,1775,$0.11,4,23,https://www.zomato.com/ncr/vasant-vihar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
258,delhi cantt,246000,20,1535,$0,6,49,https://www.zomato.com/ncr/best-delhi-cantt-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
259,begumpet hyderabad,301000,16,2257,$0.12,5,27,https://www.zomato.com/hyderabad/begumpet-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
260,quilon kerala,246000,20,1685,$0.43,1,37,https://www.zomato.com/kollam/the-quilon-hotel-and-resorts-kollam-locality/order,Kollam,Unknown,Unknown,Unknown,Kollam,Hotel
261,non veg restaurants near me,246000,6,29287,$0.23,9,37,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
262,mantri square mall bangalore,301000,14,3401,$0.08,5,28,https://www.zomato.com/bangalore/restaurants/in/mantri-square-malleshwaram,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
263,delhi pitampura,301000,19,1535,$0.15,3,33,https://www.zomato.com/ncr/best-pitampura-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
264,churchgate,201000,11,7705,$0,9,63,https://www.zomato.com/mumbai/churchgate-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
265,begumpet in hyderabad,301000,19,1535,$0.11,5,27,https://www.zomato.com/hyderabad/begumpet-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
266,jayanagar 4th block,301000,12,10173,$0.14,7,45,https://www.zomato.com/bangalore/jayanagar-4th-block-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
267,kharagpur,201000,30,632,$0,1,61,https://www.zomato.com/kharagpur,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
268,biryani,368000,12,5929,$0.16,2,61,https://www.zomato.com/pune/restaurants/biryani,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
269,civil lines,301000,18,1775,$0.11,4,47,https://www.zomato.com/ncr/civil-lines-social-civil-lines-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
270,city centre mall,246000,18,1775,$0.04,7,45,https://www.zomato.com/raipur/restaurants/in/city-centre-mall-devendra-nagar,Raipur,Unknown,Unknown,Unknown,Raipur,Restaurant
271,vasant kunj new delhi,301000,23,1294,$0.09,6,25,https://www.zomato.com/ncr/best-vasant-kunj-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
272,sukhdev dhaba,301000,6,48762,$0.14,1,48,https://www.zomato.com/ncr/amrik-sukhdev-murthal-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
273,greenpark,246000,20,1685,$0.26,5,62,https://www.zomato.com/pune/green-park-baner,Pune,Unknown,Unknown,Unknown,Pune,Unknown
274,moti nagar,246000,15,2739,$0.99,4,49,https://www.zomato.com/ncr/moti-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
275,madhapur hyderabad,301000,15,3401,$0.14,7,24,https://www.zomato.com/hyderabad/madhapur-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
276,kharadi,301000,11,7705,$0.46,6,62,https://www.zomato.com/pune/kharadi-restaurants,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
277,vasant vihar new delhi delhi,301000,49,632,$0.11,4,21,https://www.zomato.com/ncr/best-vasant-vihar-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
278,matka chennai,301000,4,19835,$0,1,11,https://www.zomato.com/chennai/itminaan-matka-biryani-slow-cooked-velachery,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
279,elante mall,246000,12,5929,$0.04,5,49,https://www.zomato.com/chandigarh/restaurants/in/elante-mall-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
280,a coffee shop,246000,8,29287,$0.10,1,66,https://www.zomato.com/cafes-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
281,non vegetarian restaurants near me,246000,5,48762,$0.19,10,38,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
282,nexus shantiniketan,246000,8,10173,$0.90,15,52,https://www.zomato.com/bangalore/restaurants/in/nexus-shantiniketan-whitefield,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
283,momo,368000,14,4515,$0.17,1,61,https://www.zomato.com/mumbai/wow-momo-kalyan-thane,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
284,sector 17 chandigarh,301000,22,1294,$0.15,5,44,https://www.zomato.com/chandigarh/sector-17-chandigarh-restaurants,Unknown,Chandigarh,India,North,Unknown,Restaurant
285,coffee shop,201000,6,48762,$0.65,1,75,https://www.zomato.com/hyderabad/coffee,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
286,churchgate mumbai,301000,10,10173,$0.46,3,48,https://www.zomato.com/mumbai/churchgate-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
287,original m,301000,2,91504,$0.37,1,41,https://www.zomato.com/nashik/the-original-m-1-college-road,Nashik,Unknown,Unknown,Unknown,Nashik,Unknown
288,jp nagar,301000,12,4515,$0.21,14,52,https://www.zomato.com/bangalore/jp-nagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
289,ghatkopar,246000,22,1294,$0.30,5,62,https://www.zomato.com/mumbai/ghatkopar-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
290,chandigarh sector 15,301000,7,14116,$0.11,5,22,https://www.zomato.com/chandigarh/sector-15-chandigarh-restaurants,Unknown,Chandigarh,India,North,Unknown,Restaurant
291,amrik sukhdev,301000,5,48762,$0.11,1,47,https://www.zomato.com/ncr/amrik-sukhdev-murthal-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
292,sector 15 chandigarh,301000,7,19835,$0.13,4,28,https://www.zomato.com/chandigarh/sector-15-chandigarh-restaurants,Unknown,Chandigarh,India,North,Unknown,Restaurant
293,momos,450000,11,10173,$0.18,1,61,https://www.zomato.com/mumbai/restaurants/momos?order-online=1,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
294,madhapur,301000,12,5929,$0.27,7,63,https://www.zomato.com/hyderabad/madhapur-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
